filename,label,transcription
audio_1111.wav,2.0,My goal is getting a job in a particular company and make a valuable person in the society. I will become a valuable person in the society. I faced many challenges in my way. Like I faced the challenge in our studies. our studies there is no coaching classes through the 10th and 12th i will become study myself and there would be i there would be gaining a good marks in 10th and 12th after that i will be go to college but some conditions i i had not had not the admission in the college and presently i will Presently I will be taking
audio_771.wav,2.5,My favorite hobby is doing exercise. doing exercise it was very much interested when we do exercise it will make me relax i will do exercises by using dumbbells i'm very much enjoying my exercise however this makes me very dry very joyful.
audio_1184.wav,2.5,My goal is to become a software engineer and I have faced several challenges for achieving my goal. To be completed regular activities and regular I want to improve my speaking skills and family and friends friends motivations is very important to achieve our goal and I am my situation is to achieve a goal within a short time Vielen Dank.
audio_918.wav,2.5,"Дякую. The best day of my life was the day I got admission to the university, although I tried several later attempts and it wasn't forthcoming. Finally, eventually, on that day, I saw my name on the list of admitted students to the course I wanted to study. And that was really, really ecstatic. video estati. Gwene mai ten koviti."
audio_1030.wav,2.0,My favorite place is Tikal hostel. The journey or travel experience is very good. And that places you can never forgot that food is dosa. It is very delicious and also flower also can sit in side b me side b and also we can eat together or on particular time of day or season when this place is specially magical or beautiful but night time we will go That place. So.
audio_1112.wav,2.0,प्रस्तुति प्रस्तुति My goal in life is to continuously learn and grow myself while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also strive to make a positive impact on the world. contribute myself for a better
audio_873.wav,2.0,The first day of my life was when I graduated from high school. I was so excited because I thought there's going to be a lot of opportunities for me and I'm so proud to be here again and welcome to the very world. So much to eat and drink. I'm so happy to be here. I'm so proud to be here.
audio_539.wav,2.0,My favorite place is Hampi. It is located in Karnataka and Indian subcontinent. The Hampi is mainly very famous for the structures and Shilpa Kala. So it was built by Shri Krishna Devaraya who is the king of Vijayanagara Empire and the construction belongs to 16th century. famous architecture you will be fine there it's one of the best and the best civilized structures and architecture we will be fine there it is most and most wonderful thing i ever visited and one of the local dish there is the familiar but it is very thirsty Thursday
audio_899.wav,2.0,Describe the best day of my life please. One day I seen my father and mother taking care of me. In that day I just liked the value of my life. The value of the parents in my life is more important which can be experienced by me directly which is so amazing for me where I was injured but they are taking care of me so seriously. I respect my fathers
audio_1277.wav,2.5,"In Malaf, one of the best days in Malaf is going to Respo with my friends and also hanging out with friends when I am 10th standard. We went to Chennai beach and hang out over there in evening. It's very special day and we have done a lot of things over there and we have eat prawns. biryani and so much prawns kebab and lot of seafood cells over there and we tried lot very kind of delicious over there and we have enjoyed very much over there that kind of this will not come in future the child it is very precious and it cannot come in the future come in the future."
audio_649.wav,2.5,the market is nearby my home only it was all about one to two kilometers then daily the market will open at 5 pm 5 am only the market has so many things like vegetables fruit vegetables vegetables like tomatoes chillies brinjal salal etc when i went into market at six o'clock in the morning then the crowd was very heavy 1 కిలో టమాట్టోస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల్లిస్ చిల customer is not selling
audio_701.wav,2.0,"Okay, Myself Durga, I am from Tadiyabitek in Ramajuna Institute of Technology. Today my topic about what are the people selling and buying in the market. Marketing means it has so many ways like vegetable market and product market, cloths market and fruits market. These have so many types but so many types but uh now i'm say three different types of markets one market is uh the stables they in the this is this market happens in the morning times when the people will go and buy the restables and come to home and it makes the for us lunch and the dinner different all everything for us and and the type of market is cloth marketing which is which is made"
audio_763.wav,2.5,"Yes, my hobby is to play cricket daily with my friends and colleagues and other people who are there in the ground. So when I am playing cricket, my self feels very happy and feels very peaceful mind and the body is under situation is very comfortable. there are no need to know only some tools for playing cricket like a bad ball and some some tools on it so that's why I need to enjoy with that people yes of course I enjoy when I playing with my colleagues friends I enjoy a lot of because of everybody having different thoughts are a different different studies in the"
audio_952.wav,2.0,"My view of playground will be like surrounded by large trees, green nature surrounded with water which is away from the ground. This is what exactly in my vision. This is my vision of playground. And I would like to see a few games or activities which are to be happen in the playground like like see song hide and seek which are mostly played by the school students and moreover I would like to play dingle bell color color what color do you want mostly I would like to play the simple games and mostly I used to hear the sounds in the playground which would be like shouting the students Many many songs"
audio_167.wav,2.5,"My favorite hobby is listening to the music. Whenever I get the free time or when I am nervous or upset a little bit sad, I try to listen the music. Whenever I listen the music, my mood and my mind sets very quickly into the positive mode. Everything vibes out good and my mind becomes fresh and clear. after listening the music it leads me success very easily i feel very energetic and very anxiety my interest goes keep on moving when i listen to the music depends on my mood i listen to the classical songs movie songs old songs and then melodies i like melody songs very well Tchau."
audio_708.wav,2.0,market we know market is a very crowded place market not only sells food food essential or kitchen essential but also the things what we wear like clothes shoes and many other things mark in market while buying the things we choose places by their prices when it comes to market we can hear a lot of noise hear a lot of noises in the market and also in the morning times it will be little crowded but as the day comes of the afternoon the noises started to increase and up to evening
audio_1245.wav,2.0,"My favorite hobby is drawing and I a lot enjoy when my creative thoughts are come to realistically with my drawings. I use so many tools like pencils and in the pencils there are so many shades like B, 2B etc. I like to draw alone. In the most of the time I draw my classroom class And we will draw most of the things like my lectures para detener"
audio_812.wav,2.0,The most of the the what do you enjoy the most about your houses? My favorite hobby is to watch movies and I used to watch the movies which gives us the which is a comedy movie and I used to watch with my family and the tools needed for this hobby or the television and mobile etc. and i used to watch the movies which use a family entertainment and thriller movies and i don't like to watch the movies which are horror movies etc E aí
audio_76.wav,2.5,"The scene of the crowded market like I visited was the market of Oshodi where people are buying different house material, different house material, domestic materials that they use at home. Different sounds, onk from the cars, cars and the train honk different sound people are chanting people making noise at this very crowded place people doing different thing it was a quite uh it was a quite experience to the car because i woke up in the morning trying to like go to the market and buy one or two things one or two groceries for my house i when i got to the market it was so so crowded that that different people"
audio_1296.wav,2.5,See the best day of my life is when I was 8th class my English teacher asked me to come on to the dice and she forced me actually she forced me not asked she forced me to give a speech on my mother then I was very nervous and just like went there and I head on there I put my I put my head down just looking the floor. That's it. She is saying say something. And people who sit here in front of me all laughing by seeing me. Because I was nothing speaking there. Because I don't know how to speak and how to start the speech regarding my mother. Even about my mother I can't speak. And by that critical situation I changed my mind to speak in flu. speak influently in my future.
audio_239.wav,2.0,"So the topic is my describe your favorite hobby. So my favorite hobby is to trade in stock market. So after the COVID the stock market industry booms and it is not my hobby it is also my passion and I will use many tools for to do trading like market pulse, trading view, up stocks and many more. I have been very happy to do this hobby and I and this is my long term my long-term goal and this is my very best hobby to own your with others"
audio_668.wav,2.5,"There are so many people in the market like vegetable sellers and fruit sellers and grains sellers and seeds sellers like flower sellers. So many people are buying like that fruits, vegetables and grains and seeds for their daily life purpose. purpose for eating there are couple of sounds from that from that place like hot vehicle sounds the people are shouting from one place to other people to calling a person other people the market is going to the in the morning the floor crowded and going to evening the people are very less very less in the market"
audio_17.wav,2.0,Describing about my hobbies. I would like to listen songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby. What do you enjoy the most about your hobby? Are there any tools that you need to use for your hobby? Do you enjoy practicing your hobby on your own or other with others? I mostly like to spend time with myself only to take care of myself. Obrigado.
audio_289.wav,2.5,"My favorite day, my best day in my life was in my SS3. But then I was invited for a competition which was like a set up. I was not aware of this competition at all. But then my principal made me, forced me to attend this, be the head of the competition so that he will watch me feel. But then I did a little preparation overnight and I kind of let his hopes down because he expected me to fail. But that day I was the one that won the competition and then he felt so angry. was what made my day so special."
audio_45.wav,2.5,"1. S.A.M.A.I. Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Scalp Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Sinti, Chak chak sabah, Uy, shak shak, Uy, shak shak, Uy, shak shak, Uy, shak shak, Uy, shak shak, Uy, shak shak, Uy, shak shak, Uy, shak shak, Thank you."
audio_657.wav,2.0,"When I enter into the market to buy a required things to cook delicious food like like what like tomato rice lemon lemon rice etc for these things I need tomatoes some masalas so when I went to the market after seeing the crowd I thought that I today I can't cook I can't cook my delicious food because the crowd is that much that I cannot enter into the market and buy required things. Even though it is a crowded, however, I managed to go into the market to get inside and bought my required things to cook my delicious food. That's it. Thank you. Yes."
audio_876.wav,2.0,"Okay, my best day of life is watching a good marks in 10th class exam. It is my best day and special day to me and also it is my special day to my parents also. In this, I think when I was writing exams, it was difficult to me write exams. I cannot feel that it was a bad experience to me. While writing exams, I can think that I won't get a good marks. But after getting the result, I felt very good by getting a good mox which was very very hopeful to me and also very pleasant to me while getting a good mox and my parents also very happy very enjoy which was getting my good mox and my friends also which was very pleasant and getting a good mox to me it was good feel to me on that day I feel very better day to me the company"
audio_1069.wav,2.0,Unique techniques for deep healing Thank you. um um Unique techniques Thank you. Thank you.
audio_1318.wav,2.0,My favorite place to visit is our province which is Bicol and I love Chabili. I love going to Bicol because there's a local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our province which is Pico when it's Holy Week. So where our whole family is gathering our Holy Week or spend our Holy Week to our province. together with our whole family.
audio_832.wav,2.0,So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation. And doing yoga there are many benefits and the most about my hobby is I'll do these yoga in the morning and also as well as in the evening. also as well as in the evening so the most interesting in my hobby is while doing I am very excited to these yoga yoga asanas and also I I take some of the tools whenever I do the yoga like like using skipping skipping Skipping tool and
audio_917.wav,2.0,Nani? Sampai jumpa. Sampai jumpa. 감사합니다. Gå inn i bygget. Субтитры сделал DimaTorzok Bye.
audio_802.wav,2.0,"My favorite hobby is listening to songs. Of course, mobile and earphones are very mandatory for listening to music. Whenever I feel sad, low or happy, I like to listen to songs. It depends on my mood. When I am happy, I listen to rap songs and many different enjoying songs. And when it comes to my sad mood, I listen to hard bracket songs. Listen, when I am alone or when I am left alone, I like to hear the songs by my own and I enjoy my own company while listening to songs. Whenever it comes to my hobby, the first thing is songs because it's very important to keep my mind very fresh and low. This is why I call listening to music my favorite hobby. favorite hobby"
audio_275.wav,2.0,"The best day in my life when our 12th grade results were announced. Everyone is very curious to know about my marks, my family, my relatives, my friends, etc. When the results were announced, it was a stunning situation for me when I got full marks, I got A+. In my 12th, and everyone was very happy. All my relatives were congratulating me, all my friends congratulated me. congratulating me and the most satisfactory part is that my parents were so happy their eyes were filled with joy and happiness and they are telling my result to their colleagues and their friends very proudly that that made my day actually and that's the best day in my life that I made my parents proud so that will be the very satisfactory situation for any kid کہ تمہیں میرے"
audio_940.wav,2.0,"In my school playground, me and my friends met together and divided into teams. We played first innings and after that, again we played second innings. விளையாட்டில் பயிற்றுக்கொள்ளலாம். you"
audio_1120.wav,2.0,"My goal is to become a software engineer to create innovative and impactful software solution that addresses real world problems, improve user experience and push the boundaries of technology. I aim to continually learn and grow, collaborate with talented individuals and contribute projects that makes a positive difference in society these are my goal to become a software engineer where there to find solutions to the people's problems and reach the target Yes."
audio_535.wav,2.5,"Yeah, my journey to Karnataka state was amazing and that experience gave me feel a wonderful days and local foods or dishes from this place were I would like to eat special foods not a rarely. choose I think biryani and some more dishes that you chooses those places correctly match them and the season I would prefer is winter season at that time the place will be cool and weather I would like to amazing."
audio_244.wav,2.5,My favorite hobby is watching movies. So watching movies is just like to entertain ourselves or to relieve from tension or stress. So majority watch movies so well in holidays or vacations. But my hobby is to watch in while exams because while examinations brain is all about the tension or think about exams only. But if I believe in that at that time if you watch and the c watch and 10 hours to just obey avoid attention of exams it will help other tools i use is maximum and devices not even laptop and they were required earwards only and i watch the movies alone not with any others because uh watching with alone is enough to me but to watch movies and entertain hours and to leave from any other surroundings also so it's Thank you.
audio_1134.wav,2.0,"I would like to become a good engineer among the all engineers I face. I would like to achieve my goal in solving any difficulties like problems and any communication problems etc. or watching some movies, etc. We achieve our goals by reading books, or novels, or playing inspirational games. I would like to achieve goals by working consistently. Vielen Dank."
audio_724.wav,2.0,". Sampai jumpa. Niyo, apayi, apayi. Shukran. Succes! Kau kata, Vashkoi, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da"
audio_965.wav,2.0,"The school playground is a vibrant space teeming with energy and moment. It is abode with colorful equipment like swings, slides, monkey bars, and jungle gym surrounded by the edges of the grass, green grass, and prevent marked with hope coach, crates, and basketball court. During races, students can be seen engaged in various activities. Some play tag racing around the playground with shorts and lofters, while other groups are gaming, soccer and basketball. And there are also corners where kids handle the game for four square stances. ground is alive with the sounds"
audio_1031.wav,2.5,"I would like to visit South Korea because I really love the place to visit once in a life and I would like to travel to Europe because that would be my first experience. I would like to taste the local The local dishes in South Korea are Kimchi, Jampong, Sushi and many other dishes, spicy dishes. I would like to taste the spicy dishes. tree blossoms, cherry blossoms."
audio_1326.wav,2.5,"I think the goal that I am achieving right now is to be happy, completely happy because I think in this generation it's not easy to achieve and also just being here I like to achieve like my small means of life such as having my own space because it's not easy to live with my parents right now so I think that is my really goal as of the moment. What challenges would you face challenges would you face? I think that the budgeting because it's not easy to you know have your own space when you are short with the budget that's why I think that is the hardest part of achieving that goal as of the moment. What motivates you to stay focused, determined to achieve your goals? I think the idea of living, the idea of being alone and having my own space. I think that's That's what makes me focus."
audio_1325.wav,2.5,my goal is life is to have a happy and peace life and also rich and i want my goal is to have money and more money because my goal is important for me because ever since i don't have money or my family is not that rich so i just want to give excuse me i just want to give give my family a bridge or the life that they deserve and the challenges that I face to achieve this goal is money that's why I need money to achieve the goal and also the time I need a time for this goal and like what I said my goal in life which is to which is the money mother reads
audio_273.wav,2.5,"My topic is to describe about the best day in my life. And the best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually we are not aware about at that time when I am studying my 10th standard. But they opted to select the Telugu Hindi. I participated in that. Unfortunately, I won it that day. I taking award from the inspector sir."
audio_1298.wav,2.5,The best day of my life is the moment my teacher announced that in a school I scored the highest marks in my class. Everyone appreciated me. My friends were smiling with pride. My teacher was happy and my classmates were surprised when I told my parents. They feel proud and the moment still I remember. and I enjoy those moments the best today is all my school school days where I enjoyed
audio_868.wav,2.0,"See the best day is when I got my B.Tech seat in SRITU college because I have tried so much. I have given much preparation for the MSAT exam. After completion of inter we will be having MSAT exam. So I have practiced it much. I have prepared well. So there was much confusion. There was much confusion whether I get seat in this college or not. So the happiest moment and the best moment is when I got seat in this college, I mean Sarithu college in Anantapur. That was really special. If that would not have happened that day, I may feel some disappointment. But that day is really special that I got selected to the college. I didn't even say"
audio_964.wav,2.0,"In my playground I have green grass, I have football playground, cricket playground. Beside volleyball playground, throw ball playground. I used to play cricket with my friends and they are very proud of me and we play cricket. everyday at 2 or 1 hours then i will play volleyball and throw ball i used to like to play volleyball everyday but in my school right now there is no sound 음.. 냄새"
audio_85.wav,2.0,Recently I visited a Raita Bazaar near my house which is for the purpose of selling vegetables and all the other kind of daily grocery which are required in our kitchens. When I reached there the place was so crowded that I can't even find find what they are selling. The people are surrounding the stalls. We can't see what the stalls are selling actually. Everyone was shouting about the groceries that they are selling. It was very crowded in the early morning times and it was a bit less crowded in the time of afternoon
audio_919.wav,2.0,"My best day in my life means at one day I asked my father in one situation where we are rented in our relative's house where we are close to that family and one day they asked my father that one of the relative, another relative who is close to my father has taken some of the place where he kept his things in our place. Due to some problems, those relatives, the rented relatives where we are rented in their home, they asked my father, please leave the home or you remove that place which you have given to the another relative. But my father said we have given a word to someone means we need to stand on our day. So we can't give that place to you. leave from your house"
audio_303.wav,2.5,The best day of my life was probably when I won a NASS competition and I guess why this was so special was because it put a lot of effort and effort into it. I studied for a L's day for around three months leading up to this competition and it really shows how hard work pays off. I'm just so proud of myself. I guess I can learn that anything is achievable through my hard work and I hope I take this sort of learning into my future careers. Thank you.
audio_345.wav,2.0,So the topic is to describe the best day of your life. So the best day of my life is when I go to the tour to mountain. I will climb the mountain and see natural beauties and meaningful faces and many more. I will climb 27 km in 15 hours and in mountains there are also some jain temples and do very very interesting and there are some fountains and mountains also thank you
audio_930.wav,2.0,Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences so every day we have to think that it is a new chance or a new day to make to make and not about a single day as a best day I will try to make every day as a best day in my life not only a single day but I will I will treat every day as a best day and me every day as a special day in my life thank Thank you.
audio_817.wav,2.0,My favorite hobby is playing cricket. I like to play cricket with my friends. And regularly I go to ground with my friends and play cricket. And I enjoy a lot while playing cricket Because why I listed as a favorite hobby is in cricket it is teamwork work. So that's why
audio_1104.wav,2.5,My favorite place to visit is Bangalore. The journey to Bangalore is very pleasant. I will enjoy the nature while traveling from my place to Bangalore. I like the local food around the Bangalore. I like to have dosa and some fast food there. I would like to go to Bangalore in winter season. Have a good day.
audio_836.wav,2.0,My hobby is watching TV and web series and movies. I like the most about the interior and his movies and his action. I like to cultivate the habit of the interior and I just like to practice the dance and way of talking of his style. I like the most habits of him. I am so much impressed about his behavior and his humanity and his goodness and his looks whatever the things I am most attracted towards him and just it's my hobby to see him in the big screen like that and I just want to remember his name everyday and I am so much love with him and he is a good person His looks are good and attractive.
audio_946.wav,2.0,"My school playground looks like a small and we cannot anything in that playground and there is no any particular games or activities that are popular among students on the playground. Only in the school playground you can play You can listen only in the building only you can hear in schools mostly And also listen to other classes how to tell teachers, pay teachers and so much Sí."
audio_1312.wav,2.0,"A good playground will be large with many different surfaces. The playground must be spacious and outdoors, but they must be also secluded for children. Turn."
audio_324.wav,2.5,"One of the best, my best day of my life is when I went to a concert to my favorite bands on Friday. On Saturday, I'm traveling to Mexican Beach to see again my favorite band. They played a concert in in a hotel in the beach and I will feel very happy. It make me special to me because it's the first time that I was traveling alone and I feel very good and I knew people and I knew friends and I knew ways to Terima kasih kerana menonton."
audio_913.wav,2.5,The best day of my life is my birthday. I think my life would be different if I had not born that day. Because this day makes me so special and during this day I will spend my time with my friends and my family. so that I can do anything clearly and perfectly so that this day will become a huge impact on the next year means that means the birthday of my birthday will decide the next year also so due to this day my confidence will be increases my confidence will be increases and I will never be disappointed and I never go to any depression also so that this day would be This day would be best in my life
audio_399.wav,2.0,In this playground there is a bunch of students gathering around a Greek throne in the middle of it. They were playing with balls and jumping in running around that is a bunch of games that they're playing all these kids are enjoying the lives and one corner of the
